ts,client,query,type,response,rcode,latency_ms
2026-02-10T01:15:28.228Z,API-STAGE-01,box.com,A,52.92.128.17,NOERROR,71
2026-02-10T01:16:04.100Z,EXPORT-WORKER-01,cdn.slack.com,A,52.92.128.17,NOERROR,61
2026-02-10T01:18:57.109Z,BUILD-RUN-01,box.com,A,74.112.186.55,NOERROR,21
2026-02-10T01:21:37.376Z,EXPORT-WORKER-01,registry.npmjs.org,A,140.82.112.5,NOERROR,59
2026-02-10T01:22:16.242Z,API-PROD-01,api.github.com,A,13.107.42.14,NOERROR,65
2026-02-10T01:22:54.588Z,API-STAGE-01,api.github.com,A,13.107.42.14,NOERROR,27
2026-02-10T01:23:42.117Z,EXPORT-WORKER-01,registry.npmjs.org,A,140.82.112.5,NOERROR,66
2026-02-10T01:26:28.759Z,BASTION-01,api.github.com,A,13.107.42.14,NOERROR,57
2026-02-10T01:28:45.029Z,BASTION-01,api.github.com,A,140.82.112.5,NOERROR,44
2026-02-10T01:29:57.648Z,API-PROD-01,registry.npmjs.org,A,140.82.112.5,NOERROR,39
2026-02-10T01:32:42.576Z,API-STAGE-01,cdn.slack.com,A,74.112.186.55,NOERROR,53
2026-02-10T01:34:52.491Z,BASTION-01,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,48
2026-02-10T01:37:07.952Z,BASTION-01,cdn.slack.com,A,74.112.186.55,NOERROR,28
2026-02-10T01:39:53.860Z,API-PROD-02,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,28
2026-02-10T01:41:24.272Z,EXPORT-WORKER-01,registry.npmjs.org,A,52.92.128.17,NOERROR,46
2026-02-10T01:42:09.011Z,BUILD-RUN-01,s3.us-west-2.amazonaws.com,A,74.112.186.55,NOERROR,38
2026-02-10T01:44:48.322Z,API-PROD-01,cdn.slack.com,A,13.107.42.14,NOERROR,47
2026-02-10T01:46:28.992Z,BASTION-01,updates.microsoft.com,A,74.112.186.55,NOERROR,2
2026-02-10T01:48:39.073Z,EXPORT-WORKER-01,api.github.com,A,13.107.42.14,NOERROR,65
2026-02-10T01:50:02.242Z,API-PROD-02,login.microsoftonline.com,A,74.112.186.55,NOERROR,7
2026-02-10T01:51:33.233Z,BASTION-01,registry.npmjs.org,A,13.107.42.14,NOERROR,61
2026-02-10T01:53:18.510Z,EXPORT-WORKER-01,updates.microsoft.com,A,140.82.112.5,NOERROR,4
2026-02-10T01:55:29.946Z,API-STAGE-01,box.com,A,74.112.186.55,NOERROR,65
2026-02-10T01:56:49.211Z,BUILD-RUN-01,updates.microsoft.com,A,13.107.42.14,NOERROR,34
2026-02-10T01:59:39.697Z,API-PROD-01,s3.us-west-2.amazonaws.com,A,140.82.112.5,NOERROR,67
2026-02-10T02:00:46.875Z,API-PROD-02,updates.microsoft.com,A,13.107.42.14,NOERROR,46
2026-02-10T02:03:41.445Z,EXPORT-WORKER-01,login.microsoftonline.com,A,52.92.128.17,NOERROR,46
2026-02-10T02:05:48.734Z,API-STAGE-01,api.github.com,A,52.92.128.17,NOERROR,4
2026-02-10T02:08:22.242Z,API-PROD-01,api.github.com,A,13.107.42.14,NOERROR,3
2026-02-10T02:10:51.716Z,EXPORT-WORKER-01,login.microsoftonline.com,A,13.107.42.14,NOERROR,56
2026-02-10T02:11:32.941Z,BASTION-01,api.github.com,A,52.92.128.17,NOERROR,26
2026-02-10T02:12:54.840Z,BUILD-RUN-01,cdn.slack.com,A,52.92.128.17,NOERROR,56
2026-02-10T02:14:32.341Z,API-STAGE-01,api.github.com,A,74.112.186.55,NOERROR,50
2026-02-10T02:16:39.187Z,API-PROD-02,login.microsoftonline.com,A,52.92.128.17,NOERROR,63
2026-02-10T02:18:43.108Z,BASTION-01,s3.us-west-2.amazonaws.com,A,74.112.186.55,NOERROR,25
2026-02-10T02:20:46.903Z,BASTION-01,cdn.slack.com,A,52.92.128.17,NOERROR,69
2026-02-10T02:23:01.328Z,EXPORT-WORKER-01,login.microsoftonline.com,A,74.112.186.55,NOERROR,64
2026-02-10T02:24:53.111Z,API-PROD-02,box.com,A,140.82.112.5,NOERROR,7
2026-02-10T02:27:45.422Z,BASTION-01,s3.us-west-2.amazonaws.com,A,140.82.112.5,NOERROR,41
2026-02-10T02:29:34.683Z,BUILD-RUN-01,registry.npmjs.org,A,140.82.112.5,NOERROR,71
2026-02-10T02:31:39.682Z,EXPORT-WORKER-01,s3.us-west-2.amazonaws.com,A,140.82.112.5,NOERROR,43
2026-02-10T02:32:36.719Z,API-PROD-01,cdn.slack.com,A,140.82.112.5,NOERROR,68
2026-02-10T02:35:05.708Z,API-PROD-01,api.github.com,A,52.92.128.17,NOERROR,54
2026-02-10T02:36:22.724Z,API-PROD-01,registry.npmjs.org,A,13.107.42.14,NOERROR,49
2026-02-10T02:38:26.828Z,API-STAGE-01,cdn.slack.com,A,74.112.186.55,NOERROR,34
2026-02-10T02:39:42.071Z,API-STAGE-01,registry.npmjs.org,A,74.112.186.55,NOERROR,10
2026-02-10T02:41:03.978Z,API-STAGE-01,api.github.com,A,140.82.112.5,NOERROR,66
2026-02-10T02:43:04.819Z,API-PROD-02,registry.npmjs.org,A,140.82.112.5,NOERROR,23
2026-02-10T02:44:46.840Z,BASTION-01,login.microsoftonline.com,A,74.112.186.55,NOERROR,36
2026-02-10T02:47:18.489Z,API-STAGE-01,s3.us-west-2.amazonaws.com,A,140.82.112.5,NOERROR,16
2026-02-10T02:47:54.092Z,API-STAGE-01,updates.microsoft.com,A,13.107.42.14,NOERROR,2
2026-02-10T02:49:45.488Z,API-PROD-02,api.github.com,A,74.112.186.55,NOERROR,28
2026-02-10T02:50:46.683Z,API-PROD-02,registry.npmjs.org,A,74.112.186.55,NOERROR,8
2026-02-10T02:52:27.572Z,BASTION-01,updates.microsoft.com,A,74.112.186.55,NOERROR,15
2026-02-10T02:54:06.002Z,BUILD-RUN-01,updates.microsoft.com,A,52.92.128.17,NOERROR,31
2026-02-10T02:55:11.680Z,BASTION-01,login.microsoftonline.com,A,13.107.42.14,NOERROR,57
2026-02-10T02:55:54.898Z,EXPORT-WORKER-01,s3.us-west-2.amazonaws.com,A,13.107.42.14,NOERROR,7
2026-02-10T02:57:28.628Z,API-STAGE-01,cdn.slack.com,A,13.107.42.14,NOERROR,65
2026-02-10T02:58:06.590Z,BUILD-RUN-01,login.microsoftonline.com,A,13.107.42.14,NOERROR,3
2026-02-10T02:58:44.142Z,BUILD-RUN-01,updates.microsoft.com,A,13.107.42.14,NOERROR,54
2026-02-10T03:00:39.856Z,API-STAGE-01,s3.us-west-2.amazonaws.com,A,13.107.42.14,NOERROR,60
2026-02-10T03:03:14.602Z,API-PROD-02,updates.microsoft.com,A,52.92.128.17,NOERROR,35
2026-02-10T03:05:26.378Z,BASTION-01,s3.us-west-2.amazonaws.com,A,74.112.186.55,NOERROR,2
2026-02-10T03:07:24.170Z,BUILD-RUN-01,registry.npmjs.org,A,52.92.128.17,NOERROR,59
2026-02-10T03:08:07.980Z,API-STAGE-01,registry.npmjs.org,A,52.92.128.17,NOERROR,22
2026-02-10T03:10:34.822Z,BASTION-01,box.com,A,13.107.42.14,NOERROR,49
2026-02-10T03:12:10.612Z,EXPORT-WORKER-01,s3.us-west-2.amazonaws.com,A,140.82.112.5,NOERROR,14
2026-02-10T03:12:57.687Z,API-PROD-01,cdn.slack.com,A,140.82.112.5,NOERROR,71
2026-02-10T03:14:03.575Z,BUILD-RUN-01,box.com,A,52.92.128.17,NOERROR,39
2026-02-10T03:15:57.145Z,API-PROD-01,login.microsoftonline.com,A,140.82.112.5,NOERROR,46
2026-02-10T03:17:04.490Z,API-STAGE-01,updates.microsoft.com,A,52.92.128.17,NOERROR,15
2026-02-10T03:18:24.849Z,BUILD-RUN-01,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,27
2026-02-10T03:21:13.149Z,API-PROD-02,box.com,A,52.92.128.17,NOERROR,38
2026-02-10T03:21:58.330Z,EXPORT-WORKER-01,cdn.slack.com,A,52.92.128.17,NOERROR,36
2026-02-10T03:23:13.558Z,BUILD-RUN-01,api.github.com,A,52.92.128.17,NOERROR,23
2026-02-10T03:25:49.645Z,EXPORT-WORKER-01,updates.microsoft.com,A,52.92.128.17,NOERROR,7
2026-02-10T03:26:38.380Z,BASTION-01,login.microsoftonline.com,A,140.82.112.5,NOERROR,48
2026-02-10T03:28:47.720Z,EXPORT-WORKER-01,s3.us-west-2.amazonaws.com,A,13.107.42.14,NOERROR,50
2026-02-10T03:29:51.528Z,API-PROD-02,api.github.com,A,140.82.112.5,NOERROR,68
2026-02-10T03:30:50.175Z,API-PROD-01,cdn.slack.com,A,52.92.128.17,NOERROR,40
2026-02-10T03:33:43.105Z,BASTION-01,cdn.slack.com,A,52.92.128.17,NOERROR,51
2026-02-10T03:34:45.551Z,BUILD-RUN-01,login.microsoftonline.com,A,52.92.128.17,NOERROR,15
2026-02-10T03:35:39.037Z,BUILD-RUN-01,api.github.com,A,140.82.112.5,NOERROR,4
2026-02-10T03:36:56.580Z,BASTION-01,api.github.com,A,13.107.42.14,NOERROR,71
2026-02-10T03:39:40.981Z,API-PROD-02,registry.npmjs.org,A,52.92.128.17,NOERROR,5
2026-02-10T03:41:13.482Z,BUILD-RUN-01,s3.us-west-2.amazonaws.com,A,74.112.186.55,NOERROR,49
2026-02-10T03:42:08.120Z,API-PROD-01,updates.microsoft.com,A,52.92.128.17,NOERROR,65
2026-02-10T03:44:49.809Z,API-PROD-02,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,8
2026-02-10T03:45:31.706Z,API-PROD-02,api.github.com,A,13.107.42.14,NOERROR,16
2026-02-10T03:46:31.157Z,API-STAGE-01,box.com,A,13.107.42.14,NOERROR,44
2026-02-10T03:47:58.398Z,API-STAGE-01,api.github.com,A,13.107.42.14,NOERROR,27
2026-02-10T03:49:20.686Z,API-STAGE-01,s3.us-west-2.amazonaws.com,A,13.107.42.14,NOERROR,70
2026-02-10T03:50:14.934Z,EXPORT-WORKER-01,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,31
2026-02-10T03:52:48.888Z,API-PROD-02,s3.us-west-2.amazonaws.com,A,13.107.42.14,NOERROR,52
2026-02-10T03:55:02.265Z,API-PROD-02,login.microsoftonline.com,A,74.112.186.55,NOERROR,67
2026-02-10T03:56:14.983Z,API-PROD-01,login.microsoftonline.com,A,140.82.112.5,NOERROR,70
2026-02-10T03:57:32.294Z,EXPORT-WORKER-01,registry.npmjs.org,A,52.92.128.17,NOERROR,29
2026-02-10T04:00:02.791Z,API-STAGE-01,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,16
2026-02-10T04:02:47.576Z,BUILD-RUN-01,updates.microsoft.com,A,74.112.186.55,NOERROR,49
2026-02-10T04:03:36.440Z,API-STAGE-01,registry.npmjs.org,A,13.107.42.14,NOERROR,70
2026-02-10T04:05:49.128Z,API-PROD-02,api.github.com,A,140.82.112.5,NOERROR,49
2026-02-10T04:06:54.932Z,EXPORT-WORKER-01,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,56
2026-02-10T04:09:17.598Z,BUILD-RUN-01,cdn.slack.com,A,140.82.112.5,NOERROR,67
2026-02-10T04:12:05.942Z,API-PROD-01,login.microsoftonline.com,A,74.112.186.55,NOERROR,6
2026-02-10T04:14:08.850Z,API-PROD-01,login.microsoftonline.com,A,74.112.186.55,NOERROR,16
2026-02-10T04:14:57.336Z,BASTION-01,s3.us-west-2.amazonaws.com,A,140.82.112.5,NOERROR,25
2026-02-10T04:15:59.258Z,API-STAGE-01,api.github.com,A,13.107.42.14,NOERROR,66
2026-02-10T04:17:01.315Z,BUILD-RUN-01,registry.npmjs.org,A,140.82.112.5,NOERROR,2
2026-02-10T04:19:14.083Z,EXPORT-WORKER-01,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,8
2026-02-10T04:21:34.927Z,EXPORT-WORKER-01,cdn.slack.com,A,140.82.112.5,NOERROR,64
2026-02-10T04:24:01.939Z,API-STAGE-01,login.microsoftonline.com,A,13.107.42.14,NOERROR,3
2026-02-10T04:26:08.424Z,BUILD-RUN-01,registry.npmjs.org,A,52.92.128.17,NOERROR,54
2026-02-10T04:28:49.932Z,BUILD-RUN-01,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,35
2026-02-10T04:31:38.722Z,BASTION-01,updates.microsoft.com,A,140.82.112.5,NOERROR,3
2026-02-10T04:33:00.342Z,EXPORT-WORKER-01,updates.microsoft.com,A,52.92.128.17,NOERROR,17
2026-02-10T04:33:40.551Z,BASTION-01,login.microsoftonline.com,A,52.92.128.17,NOERROR,50
2026-02-10T04:36:06.062Z,API-PROD-02,registry.npmjs.org,A,74.112.186.55,NOERROR,19
2026-02-10T04:36:56.865Z,API-PROD-02,api.github.com,A,140.82.112.5,NOERROR,71
2026-02-10T04:38:46.181Z,BUILD-RUN-01,s3.us-west-2.amazonaws.com,A,74.112.186.55,NOERROR,3
2026-02-10T04:39:49.227Z,API-PROD-01,cdn.slack.com,A,74.112.186.55,NOERROR,61
2026-02-10T04:40:35.455Z,EXPORT-WORKER-01,box.com,A,52.92.128.17,NOERROR,66
2026-02-10T04:43:07.324Z,API-PROD-02,box.com,A,52.92.128.17,NOERROR,22
2026-02-10T04:45:44.729Z,API-PROD-02,s3.us-west-2.amazonaws.com,A,140.82.112.5,NOERROR,54
2026-02-10T04:46:56.000Z,EXPORT-WORKER-01,registry.npmjs.org,A,13.107.42.14,NOERROR,59
2026-02-10T04:48:28.994Z,API-STAGE-01,updates.microsoft.com,A,13.107.42.14,NOERROR,56
2026-02-10T04:49:52.331Z,API-PROD-01,box.com,A,140.82.112.5,NOERROR,22
2026-02-10T04:52:43.474Z,EXPORT-WORKER-01,updates.microsoft.com,A,52.92.128.17,NOERROR,16
2026-02-10T04:55:00.822Z,BASTION-01,box.com,A,140.82.112.5,NOERROR,26
2026-02-10T04:55:46.265Z,EXPORT-WORKER-01,login.microsoftonline.com,A,13.107.42.14,NOERROR,16
2026-02-10T04:57:50.900Z,BASTION-01,s3.us-west-2.amazonaws.com,A,74.112.186.55,NOERROR,11
2026-02-10T04:59:51.414Z,API-PROD-02,api.github.com,A,52.92.128.17,NOERROR,63
2026-02-10T05:00:49.020Z,BUILD-RUN-01,updates.microsoft.com,A,13.107.42.14,NOERROR,65
2026-02-10T05:03:24.212Z,BASTION-01,s3.us-west-2.amazonaws.com,A,140.82.112.5,NOERROR,70
2026-02-10T05:05:01.982Z,API-STAGE-01,api.github.com,A,52.92.128.17,NOERROR,19
2026-02-10T05:07:18.732Z,API-PROD-01,api.github.com,A,74.112.186.55,NOERROR,30
2026-02-10T05:10:05.040Z,EXPORT-WORKER-01,api.github.com,A,74.112.186.55,NOERROR,27
2026-02-10T05:11:46.537Z,BUILD-RUN-01,box.com,A,52.92.128.17,NOERROR,44
2026-02-10T05:13:07.108Z,BASTION-01,updates.microsoft.com,A,74.112.186.55,NOERROR,67
2026-02-10T05:15:37.897Z,API-PROD-01,api.github.com,A,52.92.128.17,NOERROR,53
2026-02-10T05:16:47.440Z,API-PROD-02,box.com,A,13.107.42.14,NOERROR,69
2026-02-10T05:17:37.998Z,API-PROD-02,login.microsoftonline.com,A,52.92.128.17,NOERROR,15
2026-02-10T05:19:17.585Z,API-PROD-02,api.github.com,A,74.112.186.55,NOERROR,3
2026-02-10T05:21:18.438Z,API-STAGE-01,api.github.com,A,52.92.128.17,NOERROR,33
2026-02-10T05:22:45.810Z,BASTION-01,api.github.com,A,52.92.128.17,NOERROR,5
2026-02-10T05:23:28.973Z,API-PROD-01,updates.microsoft.com,A,13.107.42.14,NOERROR,38
2026-02-10T05:24:07.573Z,BASTION-01,cdn.slack.com,A,52.92.128.17,NOERROR,38
2026-02-10T05:26:38.903Z,BUILD-RUN-01,api.github.com,A,140.82.112.5,NOERROR,71
2026-02-10T05:29:06.588Z,BASTION-01,registry.npmjs.org,A,52.92.128.17,NOERROR,14
2026-02-10T05:30:56.949Z,API-STAGE-01,login.microsoftonline.com,A,74.112.186.55,NOERROR,2
2026-02-10T05:31:50.624Z,API-STAGE-01,box.com,A,52.92.128.17,NOERROR,46
2026-02-10T05:33:50.781Z,BASTION-01,cdn.slack.com,A,140.82.112.5,NOERROR,60
2026-02-10T05:36:20.968Z,EXPORT-WORKER-01,api.github.com,A,74.112.186.55,NOERROR,48
2026-02-10T05:37:12.821Z,BUILD-RUN-01,registry.npmjs.org,A,52.92.128.17,NOERROR,68
2026-02-10T05:39:33.519Z,API-STAGE-01,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,59
2026-02-10T05:42:00.407Z,BASTION-01,registry.npmjs.org,A,74.112.186.55,NOERROR,68
2026-02-10T05:43:54.369Z,EXPORT-WORKER-01,registry.npmjs.org,A,52.92.128.17,NOERROR,52
2026-02-10T05:45:21.144Z,EXPORT-WORKER-01,cdn.slack.com,A,13.107.42.14,NOERROR,21
2026-02-10T05:46:17.464Z,API-STAGE-01,api.github.com,A,140.82.112.5,NOERROR,39
2026-02-10T05:47:06.090Z,BASTION-01,registry.npmjs.org,A,140.82.112.5,NOERROR,57
2026-02-10T05:49:23.131Z,API-STAGE-01,updates.microsoft.com,A,52.92.128.17,NOERROR,46
2026-02-10T05:51:24.714Z,BASTION-01,cdn.slack.com,A,74.112.186.55,NOERROR,40
2026-02-10T05:53:32.981Z,API-PROD-01,registry.npmjs.org,A,74.112.186.55,NOERROR,68
2026-02-10T05:56:19.001Z,EXPORT-WORKER-01,s3.us-west-2.amazonaws.com,A,13.107.42.14,NOERROR,6
2026-02-10T05:57:50.435Z,BASTION-01,api.github.com,A,74.112.186.55,NOERROR,49
2026-02-10T06:00:45.143Z,API-PROD-01,api.github.com,A,74.112.186.55,NOERROR,68
2026-02-10T06:03:31.083Z,API-STAGE-01,registry.npmjs.org,A,13.107.42.14,NOERROR,57
2026-02-10T06:05:07.590Z,API-PROD-02,api.github.com,A,74.112.186.55,NOERROR,47
2026-02-10T06:07:19.623Z,API-STAGE-01,cdn.slack.com,A,52.92.128.17,NOERROR,53
2026-02-10T06:08:12.301Z,API-PROD-02,cdn.slack.com,A,140.82.112.5,NOERROR,49
2026-02-10T06:10:49.545Z,BUILD-RUN-01,registry.npmjs.org,A,140.82.112.5,NOERROR,71
2026-02-10T06:13:36.527Z,API-PROD-01,api.github.com,A,140.82.112.5,NOERROR,47
2026-02-10T06:14:29.376Z,BUILD-RUN-01,login.microsoftonline.com,A,140.82.112.5,NOERROR,63
2026-02-10T06:15:16.770Z,EXPORT-WORKER-01,registry.npmjs.org,A,13.107.42.14,NOERROR,52
2026-02-10T06:18:09.357Z,BUILD-RUN-01,updates.microsoft.com,A,13.107.42.14,NOERROR,66
2026-02-10T06:20:42.458Z,API-STAGE-01,api.github.com,A,13.107.42.14,NOERROR,32
2026-02-10T06:21:21.466Z,API-STAGE-01,api.github.com,A,13.107.42.14,NOERROR,19
2026-02-10T06:23:20.706Z,EXPORT-WORKER-01,cdn.slack.com,A,74.112.186.55,NOERROR,15
2026-02-10T06:25:52.685Z,BASTION-01,login.microsoftonline.com,A,74.112.186.55,NOERROR,22
2026-02-10T06:28:20.064Z,BASTION-01,cdn.slack.com,A,140.82.112.5,NOERROR,67
2026-02-10T06:29:38.009Z,BUILD-RUN-01,registry.npmjs.org,A,13.107.42.14,NOERROR,2
2026-02-10T06:31:23.737Z,EXPORT-WORKER-01,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,36
2026-02-10T06:33:49.920Z,API-STAGE-01,s3.us-west-2.amazonaws.com,A,13.107.42.14,NOERROR,11
2026-02-10T06:35:43.212Z,EXPORT-WORKER-01,s3.us-west-2.amazonaws.com,A,140.82.112.5,NOERROR,62
2026-02-10T06:37:11.449Z,BASTION-01,login.microsoftonline.com,A,140.82.112.5,NOERROR,24
2026-02-10T06:40:01.801Z,API-STAGE-01,api.github.com,A,13.107.42.14,NOERROR,6
2026-02-10T06:41:19.641Z,API-STAGE-01,registry.npmjs.org,A,74.112.186.55,NOERROR,20
2026-02-10T06:43:57.205Z,API-PROD-01,api.github.com,A,52.92.128.17,NOERROR,32
2026-02-10T06:44:56.712Z,API-PROD-02,api.github.com,A,13.107.42.14,NOERROR,41
2026-02-10T06:45:38.060Z,BASTION-01,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,43
2026-02-10T06:47:01.574Z,API-PROD-02,registry.npmjs.org,A,140.82.112.5,NOERROR,20
2026-02-10T06:48:29.390Z,BASTION-01,api.github.com,A,13.107.42.14,NOERROR,50
2026-02-10T06:50:01.233Z,EXPORT-WORKER-01,box.com,A,52.92.128.17,NOERROR,15
2026-02-10T06:51:46.276Z,API-PROD-02,registry.npmjs.org,A,52.92.128.17,NOERROR,54
2026-02-10T06:54:18.867Z,API-PROD-02,updates.microsoft.com,A,52.92.128.17,NOERROR,62
2026-02-10T06:55:36.654Z,API-PROD-02,login.microsoftonline.com,A,74.112.186.55,NOERROR,50
2026-02-10T06:57:34.822Z,BUILD-RUN-01,login.microsoftonline.com,A,74.112.186.55,NOERROR,3
2026-02-10T07:00:28.300Z,BUILD-RUN-01,api.github.com,A,13.107.42.14,NOERROR,66
2026-02-10T07:01:22.273Z,EXPORT-WORKER-01,s3.us-west-2.amazonaws.com,A,13.107.42.14,NOERROR,16
2026-02-10T07:02:59.559Z,BUILD-RUN-01,cdn.slack.com,A,52.92.128.17,NOERROR,15
2026-02-10T07:04:47.544Z,EXPORT-WORKER-01,login.microsoftonline.com,A,74.112.186.55,NOERROR,53
2026-02-10T07:05:28.543Z,API-PROD-01,api.github.com,A,74.112.186.55,NOERROR,37
2026-02-10T07:08:05.045Z,API-PROD-02,registry.npmjs.org,A,74.112.186.55,NOERROR,38
2026-02-10T07:10:24.137Z,BASTION-01,s3.us-west-2.amazonaws.com,A,13.107.42.14,NOERROR,18
2026-02-10T07:11:10.104Z,API-PROD-02,login.microsoftonline.com,A,13.107.42.14,NOERROR,4
2026-02-10T07:12:49.609Z,API-PROD-02,cdn.slack.com,A,74.112.186.55,NOERROR,57
2026-02-10T07:15:13.660Z,API-PROD-01,box.com,A,74.112.186.55,NOERROR,66
2026-02-10T07:16:43.625Z,BASTION-01,api.github.com,A,74.112.186.55,NOERROR,13
2026-02-10T07:18:57.410Z,EXPORT-WORKER-01,updates.microsoft.com,A,74.112.186.55,NOERROR,55
2026-02-10T07:19:34.432Z,API-PROD-01,box.com,A,74.112.186.55,NOERROR,29
2026-02-10T07:20:55.652Z,EXPORT-WORKER-01,s3.us-west-2.amazonaws.com,A,13.107.42.14,NOERROR,50
2026-02-10T07:22:23.619Z,BUILD-RUN-01,registry.npmjs.org,A,13.107.42.14,NOERROR,63
2026-02-10T07:25:02.273Z,API-PROD-02,registry.npmjs.org,A,52.92.128.17,NOERROR,46
2026-02-10T07:27:01.595Z,API-STAGE-01,login.microsoftonline.com,A,52.92.128.17,NOERROR,50
2026-02-10T07:28:02.174Z,EXPORT-WORKER-01,registry.npmjs.org,A,140.82.112.5,NOERROR,2
2026-02-10T07:30:25.462Z,BUILD-RUN-01,login.microsoftonline.com,A,140.82.112.5,NOERROR,10
